age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
55,Private,349910,1st-4th,9,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,45,United-States
45,Federal-gov,110884,Bachelors,13,Married-AF-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,45,India
34,Private,167474,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,40,United-States
17,Private,143868,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States
44,Local-gov,193755,9th,13,Married-AF-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,United-States
47,Private,348986,5th-6th,9,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,28,Taiwan
30,Private,446358,7th-8th,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,41,United-States
22,Private,215917,HS-grad,9,Married-spouse-absent,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
34,Private,112584,1st-4th,6,Divorced,Other-service,Own-child,White,Male,0,0,38,United-States
44,Private,145160,Prof-school,16,Never-married,Prof-specialty,Husband,White,Male,0,0,40,United-States
31,Without-pay,84130,Assoc-voc,10,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,50,United-States
22,Private,317528,Some-college,10,Separated,Sales,Own-child,White,Male,0,0,34,United-States
21,Private,112906,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,0,0,44,United-States
31,Private,165949,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
55,Without-pay,286967,HS-grad,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
32,Self-emp-inc,108116,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,1902,60,Thailand
21,Private,75763,Some-college,10,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States
19,Federal-gov,292136,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,30,United-States
27,Private,305647,9th,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,0,40,Greece
39,Private,238415,11th,13,Married-spouse-absent,Exec-managerial,Other-relative,White,Male,0,0,50,United-States
44,Private,56651,Some-college,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States
25,Private,199947,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States
43,Private,193494,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
41,Private,197033,Some-college,10,Divorced,Other-service,Husband,White,Male,0,0,35,United-States
27,Private,204098,HS-grad,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States
31,State-gov,182539,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States
27,Self-emp-inc,164725,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,3464,0,35,United-States
40,Self-emp-not-inc,153489,HS-grad,9,Married-civ-spouse,Other-service,Unmarried,White,Male,3137,0,40,United-States
27,Federal-gov,298871,HS-grad,13,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines
54,Private,183668,HS-grad,9,Widowed,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
52,Local-gov,71344,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
34,Private,184147,HS-grad,9,Widowed,Sales,Unmarried,Black,Female,0,0,20,United-States
23,Private,199452,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
27,Self-emp-inc,373545,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
43,State-gov,72338,Some-college,14,Divorced,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
76,Local-gov,84428,Some-college,10,Widowed,Sales,Unmarried,Asian-Pac-Islander,Female,2062,0,37,United-States
35,Private,144937,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States
54,Private,205337,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,Ireland
26,Federal-gov,118736,1st-4th,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States
34,Local-gov,114691,Bachelors,16,Married-AF-spouse,Prof-specialty,Unmarried,White,Female,0,0,50,France
22,State-gov,57216,Some-college,10,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,20,Puerto-Rico
36,Private,206253,1st-4th,10,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,1617,40,United-States
58,Self-emp-not-inc,189528,Some-college,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,84,United-States
42,Federal-gov,190290,10th,12,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States
39,Private,139647,9th,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,56,United-States
46,Private,111410,11th,7,Divorced,Craft-repair,Husband,White,Male,0,0,40,United-States
27,Self-emp-not-inc,223751,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
32,Local-gov,232475,1st-4th,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
67,Private,249043,9th,10,Married-civ-spouse,Sales,Husband,White,Male,6767,0,40,United-States
25,Federal-gov,197651,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States
29,State-gov,267661,Assoc-acdm,9,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,70,United-States
42,Self-emp-not-inc,144002,Assoc-acdm,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States
42,Federal-gov,179524,Doctorate,13,Separated,Other-service,Not-in-family,Black,Female,0,0,50,United-States
32,Private,247481,Some-college,12,Divorced,Prof-specialty,Husband,White,Male,0,0,48,United-States
48,Self-emp-not-inc,83407,Some-college,14,Married-civ-spouse,Priv-house-serv,Husband,Other,Female,0,0,50,United-States
68,Private,144137,1st-4th,10,Divorced,Priv-house-serv,Other-relative,White,Female,0,0,30,United-States
25,Private,133373,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,Laos
38,Local-gov,65382,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Laos
44,Private,182402,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States
17,Private,190941,10th,6,Widowed,Sales,Own-child,White,Female,0,0,20,United-States
35,Private,204163,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,55,United-States
32,Private,93283,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,China
23,Private,607118,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,36,Ireland
47,State-gov,103743,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
52,Self-emp-not-inc,37289,11th,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
24,State-gov,113577,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
36,Local-gov,95462,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
36,Private,359678,Bachelors,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,48,United-States
44,Self-emp-inc,185832,Bachelors,13,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,46,United-States
35,Private,248010,Bachelors,13,Widowed,Craft-repair,Unmarried,White,Female,0,0,40,United-States
30,Private,200246,Preschool,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
51,Federal-gov,97934,HS-grad,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,5178,0,40,Cambodia
44,Private,213416,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
23,Private,184255,HS-grad,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,40,United-States
47,Local-gov,337825,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,45,United-States
55,Self-emp-not-inc,110844,HS-grad,9,Separated,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,United-States
27,Private,302422,1st-4th,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
24,Private,313956,1st-4th,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,40,United-States
36,Private,215373,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States
22,Private,60552,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
27,State-gov,123773,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
42,Private,201505,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States
70,Self-emp-inc,46577,Assoc-acdm,13,Separated,Farming-fishing,Unmarried,White,Female,0,0,6,United-States
32,Private,171215,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States
33,Without-pay,118941,1st-4th,13,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0,0,40,France
57,Private,89182,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
26,Without-pay,38257,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,20,United-States
46,Private,108699,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
55,Self-emp-not-inc,184702,9th,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Outlying-US(Guam-USVI-etc)
36,State-gov,143385,Assoc-acdm,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
32,Private,116677,HS-grad,9,Widowed,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
28,Self-emp-not-inc,240172,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
52,Private,190762,1st-4th,2,Never-married,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
17,Private,41865,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,5,United-States
30,Self-emp-inc,243233,Some-college,10,Married-AF-spouse,Armed-Forces,Husband,White,Male,0,0,48,United-States
18,Private,324046,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States
21,Federal-gov,192572,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,45,United-States
60,Without-pay,69251,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,38,China
69,Private,136218,Assoc-acdm,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
39,Private,115215,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
58,Private,182123,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States
33,Private,332379,9th,9,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States
45,Self-emp-inc,54098,Assoc-voc,11,Separated,Farming-fishing,Husband,White,Male,0,0,50,United-States
19,Self-emp-not-inc,495982,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States
49,Local-gov,268234,11th,9,Separated,Sales,Own-child,White,Male,0,0,40,United-States
44,Private,57233,Some-college,10,Separated,Prof-specialty,Husband,White,Male,0,0,45,United-States
22,Private,157541,11th,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States
43,Self-emp-not-inc,33658,Some-college,10,Married-spouse-absent,Priv-house-serv,Unmarried,White,Male,0,3004,40,United-States
61,Private,373099,7th-8th,4,Separated,Craft-repair,Husband,White,Male,0,0,40,Portugal
28,Local-gov,407672,Bachelors,13,Married-AF-spouse,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
51,Private,150999,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
24,Local-gov,99844,11th,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,60,United-States
24,Private,219754,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
25,Private,92093,1st-4th,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States
20,Private,203027,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,55,United-States
27,Private,230563,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
43,Private,245842,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,Mexico
30,Private,147171,Some-college,10,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40,Trinadad&Tobago
18,Local-gov,294605,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,12,United-States
34,Private,127875,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States
29,Private,285419,12th,8,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,Laos
40,Private,103541,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
55,Self-emp-inc,59469,12th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States
54,Private,83103,Bachelors,13,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,67,United-States
17,Private,173740,Masters,6,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States
43,Self-emp-not-inc,349341,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States
47,State-gov,122307,7th-8th,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States
25,Private,44216,HS-grad,9,Separated,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,35,United-States
31,Self-emp-not-inc,145935,HS-grad,9,Never-married,Tech-support,Own-child,Black,Male,0,0,40,United-States
28,Private,200733,HS-grad,9,Married-spouse-absent,Craft-repair,Husband,White,Male,0,0,40,Guatemala
40,Local-gov,166893,10th,13,Married-spouse-absent,Protective-serv,Unmarried,Black,Female,0,0,40,United-States
60,Self-emp-not-inc,35649,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
26,Local-gov,197530,5th-6th,14,Married-spouse-absent,Prof-specialty,Wife,White,Female,0,0,40,United-States
31,Private,34374,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
20,State-gov,126822,Preschool,10,Married-spouse-absent,Prof-specialty,Own-child,White,Female,0,0,15,United-States
35,Without-pay,216256,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
47,Self-emp-inc,120131,Bachelors,13,Separated,Exec-managerial,Husband,White,Male,0,0,50,Cuba
53,Private,201127,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
27,Private,183511,HS-grad,9,Married-AF-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
26,Without-pay,184026,Some-college,10,Divorced,Prof-specialty,Not-in-family,Other,Male,0,0,50,United-States
55,Private,49737,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
38,State-gov,159179,Preschool,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,Ireland
41,State-gov,244522,Doctorate,9,Divorced,Protective-serv,Unmarried,White,Male,0,0,55,United-States
34,Private,33117,11th,10,Widowed,Other-service,Husband,White,Male,0,0,40,United-States
29,Self-emp-inc,107160,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
19,Private,302945,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,Thailand
49,Federal-gov,61885,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Poland
40,Self-emp-not-inc,89413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1672,40,United-States
60,Local-gov,129193,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States
27,Private,242097,Some-college,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
35,Self-emp-not-inc,171968,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
36,Local-gov,74593,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
73,Self-emp-not-inc,252431,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,Hungary
37,State-gov,122493,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,55,United-States
28,Private,200515,Masters,10,Never-married,Other-service,Husband,White,Male,0,0,35,United-States
24,Private,287357,11th,7,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
37,Private,131827,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States
35,Private,180686,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,40,United-States
76,Private,208843,Assoc-voc,4,Widowed,Protective-serv,Not-in-family,White,Male,0,0,30,United-States
46,Self-emp-inc,121124,Assoc-acdm,12,Divorced,Exec-managerial,Husband,White,Male,15024,0,50,United-States
21,Private,411068,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States
25,Self-emp-inc,51201,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
35,Self-emp-inc,361888,Assoc-voc,12,Married-civ-spouse,Armed-Forces,Husband,Black,Male,0,0,40,Canada
35,Self-emp-inc,226789,Some-college,10,Separated,Exec-managerial,Husband,White,Male,0,0,58,United-States
55,Self-emp-not-inc,135339,7th-8th,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China
27,Private,230885,Assoc-acdm,13,Married-AF-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States
30,Private,447739,Doctorate,16,Separated,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
22,Private,202153,1st-4th,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,Holand-Netherlands
23,Self-emp-inc,191283,HS-grad,9,Widowed,Transport-moving,Own-child,White,Male,0,0,40,United-States
24,State-gov,232918,1st-4th,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,United-States
42,Local-gov,97277,Masters,14,Widowed,Prof-specialty,Own-child,White,Female,0,0,40,United-States
30,Self-emp-inc,35724,Prof-school,15,Widowed,Prof-specialty,Husband,White,Male,0,0,45,United-States
39,Private,509060,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States
53,Private,89534,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,48,Jamaica
35,Self-emp-inc,31095,Assoc-voc,11,Separated,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States
64,State-gov,101077,7th-8th,15,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,2444,40,United-States
41,Federal-gov,58124,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
52,Private,98642,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,50,India
24,Private,321435,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States
50,State-gov,62593,Assoc-voc,11,Married-spouse-absent,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Greece
25,Federal-gov,234665,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
45,Federal-gov,87207,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,Japan
50,Self-emp-not-inc,341797,HS-grad,15,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,50,United-States
31,Private,244665,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,Honduras
48,Private,148995,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,14084,0,45,United-States
45,Federal-gov,97176,Assoc-acdm,7,Married-AF-spouse,Adm-clerical,Unmarried,White,Female,0,0,16,United-States
21,Private,391312,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,30,United-States
27,State-gov,106039,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,50,United-States
44,Self-emp-inc,96321,Doctorate,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,Thailand
48,Private,235891,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Puerto-Rico
58,Self-emp-not-inc,21383,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
66,Local-gov,189834,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States
40,Self-emp-not-inc,277488,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,84,United-States
60,State-gov,129447,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,Poland
18,Private,201901,Preschool,7,Never-married,Sales,Own-child,White,Female,0,0,10,United-States
18,Private,146225,Bachelors,6,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States
25,Private,224203,11th,7,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States
32,Federal-gov,195000,Bachelors,13,Married-spouse-absent,Farming-fishing,Husband,White,Male,7298,0,45,United-States
36,Private,129591,11th,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
22,Self-emp-inc,254351,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States
56,Private,91905,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Male,0,0,4,United-States
23,Private,437940,5th-6th,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
26,Private,318518,Some-college,10,Never-married,Transport-moving,Not-in-family,Other,Male,0,0,40,United-States
36,Private,228652,7th-8th,10,Divorced,Machine-op-inspct,Own-child,Other,Male,0,0,40,Mexico
25,State-gov,126974,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
44,Federal-gov,110396,Doctorate,14,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,14084,0,56,Jamaica
38,Self-emp-inc,218015,7th-8th,10,Divorced,Sales,Not-in-family,White,Male,0,0,48,United-States
45,Local-gov,326064,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,6497,0,35,United-States
28,Private,214689,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,25,United-States
37,Self-emp-not-inc,180150,Some-college,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,45,Greece
40,Self-emp-not-inc,142444,10th,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
39,Private,216256,5th-6th,13,Divorced,Exec-managerial,Husband,Black,Male,0,0,60,Italy
52,Self-emp-not-inc,170562,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
60,Self-emp-not-inc,95680,HS-grad,9,Married-spouse-absent,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States
21,Private,149637,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States
49,Without-pay,187370,Masters,14,Widowed,Exec-managerial,Husband,White,Female,15024,0,50,United-States
44,Federal-gov,172479,11th,13,Married-AF-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States
35,Local-gov,173586,Doctorate,9,Widowed,Craft-repair,Husband,White,Male,0,0,45,United-States
39,Private,203763,10th,16,Divorced,Prof-specialty,Unmarried,White,Female,0,0,80,United-States
67,Self-emp-not-inc,137192,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,12,Philippines
22,Private,273675,HS-grad,9,Married-spouse-absent,Other-service,Other-relative,Black,Female,0,0,35,Puerto-Rico
37,Private,285637,5th-6th,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,50,United-States
21,Private,174503,7th-8th,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States
27,Private,82242,HS-grad,13,Never-married,Exec-managerial,Other-relative,White,Male,0,0,45,Germany
58,Self-emp-inc,186991,Assoc-acdm,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
31,Private,29144,Some-college,10,Married-AF-spouse,Other-service,Not-in-family,White,Male,0,0,50,India
33,Private,281384,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
33,Private,60567,10th,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,3411,0,40,United-States
34,State-gov,169186,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
35,Local-gov,166416,12th,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,99,United-States
38,Private,218729,HS-grad,9,Married-AF-spouse,Other-service,Not-in-family,White,Female,0,0,25,United-States
52,Private,132973,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,38,United-States
36,State-gov,223020,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,20,United-States
56,Private,170148,Preschool,9,Married-AF-spouse,Craft-repair,Unmarried,Black,Male,0,0,40,United-States
17,Private,153035,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
46,Local-gov,132994,1st-4th,10,Married-AF-spouse,Adm-clerical,Own-child,White,Female,7688,0,40,Haiti
37,State-gov,329026,1st-4th,9,Widowed,Adm-clerical,Wife,Other,Male,0,0,40,Nicaragua
29,Private,445480,Doctorate,8,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States
27,Private,242207,Bachelors,13,Never-married,Tech-support,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States
51,Self-emp-not-inc,115066,11th,10,Divorced,Adm-clerical,Other-relative,White,Female,0,2547,40,United-States
37,Private,82540,Preschool,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States
82,Self-emp-not-inc,71438,Bachelors,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States
42,Local-gov,230684,Assoc-acdm,12,Divorced,Farming-fishing,Husband,White,Male,0,1579,40,United-States
47,State-gov,162187,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Female,0,1887,40,Cuba
35,Federal-gov,33943,Masters,10,Widowed,Protective-serv,Unmarried,Other,Male,0,0,40,United-States
27,Self-emp-inc,195562,Doctorate,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,20,United-States
35,Local-gov,153976,Assoc-acdm,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
83,State-gov,240150,10th,6,Married-spouse-absent,Farming-fishing,Husband,White,Male,20051,0,50,Haiti
20,State-gov,190963,HS-grad,10,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,30,United-States
43,Private,182254,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,Haiti
31,Private,36069,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States
46,State-gov,114797,5th-6th,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,36,United-States
56,Federal-gov,121362,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,32,United-States
70,Private,131060,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States
33,Local-gov,166543,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Hungary
21,Local-gov,162228,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,30,United-States
