ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
27730,80000,B,B,C,25,A,K,J,G,J,A,47836,49038,53158,48269,48019,46908,2000,5000,2000,2000,2000,2000,A
29955,180000,B,G,C,30,A,A,A,A,A,A,51323,44638,28674,14834,1415,47417,2124,1588,1526,66,57317,70052,A
26116,200000,B,B,C,32,J,J,J,J,J,A,0,0,0,0,0,0,0,0,0,0,0,0,A
1567,280000,B,C,C,37,A,A,A,A,A,A,29078,30144,32629,35126,35759,42317,1515,3000,3000,1292,7147,1415,A
23543,500000,B,D,C,41,K,K,J,A,J,A,6305,5692,1556,2080,4403,3405,6332,1742,2080,4409,3405,0,A
18473,160000,B,B,C,25,K,K,J,J,J,A,5536,15041,15877,12311,16270,7922,15046,4055,6000,7000,3000,1324,A
9103,140000,A,D,D,45,C,C,C,C,<nil>,B,78663,76839,80561,83643,82183,90823,0,5000,5000,0,10000,0,B
1146,240000,B,C,A,32,A,A,A,H,<nil>,A,127418,135942,132640,135320,138523,141618,10400,0,4500,5000,5000,5000,B
4515,50000,A,C,B,40,A,A,A,E,A,J,47374,47517,42672,23665,20085,20263,2200,2500,5946,3000,7000,600,B
27802,100000,B,<nil>,C,28,A,A,A,A,A,A,11059,10105,388,90907,91550,92907,0,388,90907,3413,3359,4824,A
16621,50000,A,C,C,39,A,A,A,A,A,A,51998,50821,46892,33936,9225,9264,0,2343,1548,476,336,348,A
10251,50000,B,C,C,26,J,H,A,J,A,A,0,0,0,0,0,0,0,0,0,0,0,0,A
28305,80000,B,C,C,29,A,A,A,A,A,A,85738,80445,82639,83357,78188,79492,0,7400,3000,0,5700,3000,A
27423,170000,B,<nil>,C,31,A,A,A,A,A,A,172012,167929,116189,192082,120077,92593,168019,5000,6000,7125,5000,4500,A
23116,30000,B,D,C,47,A,A,A,A,A,A,29851,30451,28115,23092,24829,10400,1500,1695,2000,2000,2000,0,A
10839,140000,B,E,C,28,A,A,A,A,A,A,137706,118294,115038,119696,87930,96561,12300,0,8200,0,10000,0,A
27815,360000,B,B,C,26,K,K,J,K,J,A,4183,6469,465,4251,1668,2284,6501,467,5452,41,2286,3656,A
1545,360000,A,<nil>,C,34,<nil>,K,J,I,J,A,0,0,0,700,0,0,0,0,700,0,0,0,B
20435,210000,B,E,C,27,A,A,A,A,A,A,196963,201741,219122,223267,227841,228377,7000,20000,8200,7100,6800,7000,A
17127,200000,B,B,B,27,B,J,J,J,J,A,-3,-3,-3,360,0,0,0,0,363,0,0,0,A
10797,170000,B,C,C,43,A,A,A,A,A,A,95780,109078,115606,121493,132016,145820,13298,9913,7900,10523,16289,3600,A
4512,70000,B,B,C,25,A,A,A,A,A,A,68839,64027,61580,29435,26341,26949,3213,1659,2000,1107,1200,1100,A
5668,360000,B,F,C,27,A,A,A,A,A,A,119138,100553,96679,79703,71682,24230,20006,25006,20200,40000,0,0,A
3178,80000,A,C,C,29,A,A,A,A,A,A,46724,35074,32812,25930,26414,27128,2000,2000,1100,1000,1100,1000,A
10992,20000,A,C,C,63,K,C,K,K,I,I,858,2310,1716,929,978,0,1716,0,0,978,0,0,A
16026,30000,A,<nil>,B,35,J,C,C,D,I,I,10211,6314,0,0,600,300,0,0,0,600,0,0,B
14214,20000,B,D,C,38,A,A,<nil>,A,A,A,1118,12776,11417,16449,6989,2021,12783,1000,6782,670,2021,0,A
15351,50000,A,B,D,37,A,A,<nil>,E,A,A,47676,48896,49325,48033,27019,26450,2300,1500,0,3400,0,1200,B
1282,360000,B,B,C,34,J,J,J,J,J,A,0,0,0,0,0,150,0,0,0,0,150,59,A
24961,40000,B,B,C,35,J,J,J,J,J,A,0,2277,1521,0,2483,1396,2277,1521,0,2483,1396,1350,A
8285,50000,B,C,C,36,A,A,A,A,A,A,44625,46078,46689,8261,8434,8738,2174,1785,296,306,444,10686,A
6176,50000,A,C,C,25,C,C,A,D,B,B,32233,31440,33489,18968,15611,19304,0,3041,0,3,5700,700,A
23677,450000,B,B,C,37,K,K,J,J,J,A,37070,17596,24965,0,1649,5212,17596,24965,0,1649,5212,535,A
2472,20000,B,D,C,29,C,F,A,C,A,B,10512,12044,11562,11080,11700,12357,2000,0,0,800,1000,500,B
11459,20000,A,C,B,41,A,A,A,A,A,A,18577,18961,18126,16557,17519,17111,2000,2000,1000,3000,2000,3000,A
10295,180000,B,<nil>,C,29,J,D,A,A,A,A,0,0,0,0,0,0,0,0,0,0,0,0,A
5588,230000,A,D,C,58,J,C,J,G,J,J,316,316,2310,316,316,316,316,2310,316,316,316,316,B
9661,30000,A,<nil>,B,35,A,A,A,J,A,A,27160,26444,28694,27936,29930,29302,0,3000,0,2600,0,1600,B
25798,100000,A,B,C,38,C,G,C,I,B,B,37566,37160,39750,40298,40835,41529,500,3500,1500,1500,1500,2000,B
4467,110000,B,D,C,54,<nil>,A,A,A,A,A,105449,107957,82407,70562,70982,71609,4500,3786,2666,2900,3100,2856,A
10467,70000,A,C,A,43,A,A,A,A,A,A,31652,35809,34934,35652,38079,37314,5000,0,1300,3000,0,1500,A
6374,100000,A,B,B,52,<nil>,A,<nil>,D,A,A,101762,102832,100328,97883,96238,96160,3504,0,0,0,3469,3422,B
21038,80000,A,D,B,37,A,A,A,A,A,A,51925,51544,49430,46864,46473,48191,3018,2113,3007,2000,3000,20000,A
24728,470000,B,B,B,40,A,A,A,A,A,A,276880,241153,204223,151253,138087,109094,5014,10000,5214,4500,5000,4200,A
29563,290000,B,D,C,35,A,<nil>,A,A,A,A,80748,78241,76401,76435,77434,79223,2755,2824,2456,2245,2500,1200,A
23884,50000,A,C,B,23,A,A,A,A,A,A,45708,48316,44070,45021,45145,46470,6000,0,2000,2000,3000,3600,A
6321,30000,B,C,D,51,<nil>,J,D,K,C,B,26551,25855,25146,26549,25849,25285,0,0,2113,0,0,2191,B
660,280000,B,B,C,28,K,K,K,K,I,A,427,298,1179,1714,2875,1047,0,1179,1714,1290,1047,1000,A
26997,80000,B,A,B,34,K,F,K,K,I,F,61231,62423,63827,64682,65614,67007,2800,3000,2500,2600,2600,2600,B
16090,80000,A,C,C,37,A,A,A,F,A,A,52052,51407,0,0,0,0,2000,0,0,0,0,0,B
12319,20000,A,<nil>,C,27,A,A,A,J,A,A,16732,17866,17276,17514,18462,18036,1700,0,800,1361,0,800,B
19893,200000,B,E,C,40,<nil>,A,A,A,A,A,7277,-6,-6,3044,4412,3412,6,0,3050,4412,0,0,A
10910,500000,B,G,C,41,A,A,A,A,A,A,231887,122499,107198,98450,93828,92237,6115,4550,3533,3525,5034,4080,A
13826,120000,B,D,C,41,B,C,K,K,I,A,3307,0,0,0,1344,881,258,0,0,1344,929,599,A
3600,150000,B,C,C,23,J,J,J,I,I,A,198,4824,1276,4830,10251,5706,4848,1282,4854,10251,0,7328,A
5903,50000,A,A,C,30,A,A,A,A,A,A,29994,30756,23618,26009,24731,46882,2000,1300,3000,0,25000,0,A
15010,50000,A,C,C,42,A,A,A,A,A,A,51047,47924,49053,50106,17756,18072,0,2200,2180,1000,1000,800,A
26575,130000,B,C,C,53,A,A,A,A,A,A,210628,215308,219970,221119,21904,22052,6800,6794,5315,2000,1000,1000,A
1788,280000,B,C,C,27,A,A,A,A,A,A,82742,153791,85601,108984,105275,117635,10077,27785,30000,23,20000,3406,A
4295,50000,B,A,C,23,A,A,A,D,A,A,19203,17242,18245,18454,18685,19271,0,1299,807,678,897,800,B
14844,100000,A,C,C,29,D,F,J,G,J,A,0,0,0,0,0,0,0,0,0,0,0,0,B
26863,130000,B,B,B,38,A,A,A,A,A,A,6360,5375,5476,6931,99416,99702,1088,1189,2646,104590,3358,3314,A
20265,150000,B,D,C,72,J,J,J,J,J,A,0,1250,0,3871,6200,336,1250,0,3871,6200,336,0,A
29134,350000,B,B,C,59,J,J,J,J,J,A,0,0,0,0,0,42800,0,0,0,0,42800,0,A
21984,200000,B,<nil>,C,28,A,A,A,A,A,A,58833,61991,7357,9471,8538,7685,4100,3000,3000,0,1000,0,A
15781,130000,B,C,C,27,A,A,A,A,A,A,116186,111703,105091,100046,96090,90359,5500,4500,3500,6011,3200,4000,A
12286,110000,B,<nil>,C,35,A,A,A,A,A,A,125719,121523,116319,116082,111141,110854,4316,4120,4001,4173,4103,3888,A
14459,300000,B,D,B,32,A,A,A,A,A,A,15003,14469,15200,18000,0,0,1469,1200,3000,0,0,0,A
28309,70000,A,C,C,44,A,A,<nil>,A,A,A,66301,68105,68287,28163,27220,28124,3500,3000,1500,1000,2000,2000,A
4040,140000,B,C,C,38,A,A,A,A,A,A,122283,118913,120435,139795,142950,140505,0,5000,21500,5500,0,5000,A
13500,200000,A,B,C,32,K,K,J,K,J,A,47244,92754,57928,523,223,7037,62330,57928,523,223,7037,11000,A
9870,20000,B,<nil>,C,28,A,A,A,C,A,A,16122,16787,14459,14743,16351,17126,2000,2000,2000,2000,2000,2000,B
28810,280000,A,B,C,36,K,K,K,K,I,I,832,416,416,416,59211,416,0,416,416,59211,0,378,A
22763,180000,B,B,C,36,K,K,J,J,J,A,11540,633,606,20972,940,1383,633,606,20999,940,1383,0,A
10679,200000,B,B,C,37,A,A,A,A,A,A,4289,2907,3720,7720,5030,2990,1187,1000,4000,1000,3020,0,A
3915,140000,B,C,C,43,A,A,A,A,A,A,128947,106671,101362,87420,88774,81869,4039,7010,2359,7617,2760,2366,A
28189,70000,B,<nil>,C,34,A,<nil>,A,A,A,A,67655,68525,68038,55193,27099,28298,3200,2518,1525,1000,2000,2000,A
12645,70000,A,<nil>,B,33,A,A,A,K,A,A,49307,48214,27572,26810,20541,19234,1500,1300,1505,1000,1000,2000,B
26167,130000,B,<nil>,C,34,<nil>,A,A,A,A,A,66803,27910,24976,27648,29962,27422,3000,3000,3000,3000,5000,3000,A
2408,420000,B,<nil>,C,31,<nil>,A,A,C,A,A,239293,90568,88997,93971,92203,93059,0,3500,6600,0,4000,3000,B
24312,260000,B,F,C,37,A,A,A,A,A,A,9801,11115,11930,12954,14246,15733,1485,1300,1229,1521,1728,1610,A
17168,280000,B,B,C,27,A,A,A,A,A,A,18641,21870,2173,-9,-9,3617,6630,10,0,0,3626,2511,A
2345,400000,B,C,C,34,A,A,A,A,A,A,372724,394443,398634,210628,203102,85374,28000,14547,8078,6500,5000,3012,A
3077,50000,A,B,C,22,K,K,J,C,J,A,48423,44450,956,976,1976,2939,2150,956,20,1000,1000,1000,B
26669,50000,B,C,C,24,A,A,A,A,A,A,17331,17961,18689,19284,19517,19193,1600,1700,1600,1200,1000,1000,A
5606,340000,B,<nil>,A,39,A,A,A,A,A,A,250571,251917,256908,260462,265927,271766,9125,11750,9325,9665,10274,9832,A
10500,420000,B,B,C,47,A,A,A,A,A,A,0,0,0,0,0,0,0,0,0,0,0,0,A
17135,110000,B,C,C,28,A,A,A,A,A,A,106202,105080,107420,107325,108545,105341,5300,5540,5361,4500,4000,4500,A
6324,100000,A,C,C,30,A,<nil>,A,A,A,A,58335,56745,56058,51573,47665,43756,2801,2300,1613,1594,1654,1222,A
18421,40000,A,C,B,24,<nil>,J,J,J,J,J,19012,20018,21047,22360,22499,22969,1326,1355,1668,807,834,837,B
24198,80000,B,B,B,30,A,A,A,C,A,A,66995,67794,69607,70864,71902,73407,2500,3500,3000,2800,2800,0,B
15335,330000,B,C,C,39,A,A,A,A,A,A,118467,110930,100498,95072,94164,94043,4000,4600,4000,4190,6680,3500,A
15018,20000,B,C,C,44,<nil>,A,A,A,A,A,16401,9620,9264,11693,11826,13242,3000,1000,3000,1000,2000,1000,A
7896,170000,B,C,C,27,A,A,A,A,A,A,164214,165825,167008,131544,125652,127224,8001,7077,5000,5000,5000,5000,A
27117,100000,A,B,C,33,K,<nil>,K,K,I,I,0,0,1991,1991,93536,95373,0,1991,0,93536,3500,8000,A
20489,160000,B,E,C,26,A,A,A,A,A,A,11152,11354,11486,12176,8044,0,5398,5676,8874,161,0,0,A
21885,340000,B,B,C,27,A,A,A,A,A,A,195524,196119,197690,182112,166822,143166,7524,9809,7852,6525,6002,6007,A
23472,100000,B,<nil>,C,30,A,A,A,A,A,A,46809,47121,45239,44712,43654,44678,2000,0,1900,1600,3200,0,A
9042,290000,B,B,C,45,J,K,J,J,J,A,1092,1335,1222,1513,2661,2436,1335,1222,1513,2661,2436,37015,A
20447,90000,B,C,C,25,A,A,A,I,A,A,25179,24496,23325,24336,24817,25338,0,0,1405,886,919,1104,B
12017,120000,B,C,C,26,A,A,A,J,A,A,4787,6190,0,0,0,4800,1500,0,0,0,4800,0,A
7529,240000,A,B,C,26,B,E,C,I,A,A,0,0,0,0,0,0,0,0,0,0,0,0,B
7201,80000,A,A,A,39,A,A,A,A,A,A,61708,65080,68835,41462,36589,39985,5000,5169,21,3000,4000,57,A
22649,180000,A,C,B,43,K,K,K,K,I,I,316,316,316,396,396,3306,316,316,396,396,3306,3306,A
27808,500000,A,<nil>,C,29,A,A,A,E,A,A,433792,396009,335873,320755,316650,318228,13678,12021,11428,10871,11736,10699,B
17636,220000,B,C,C,31,A,A,A,A,A,A,79226,78693,78297,78980,77817,77569,3900,3500,4000,2700,3000,10000,A
10163,180000,A,F,B,32,K,K,K,K,I,I,326,2241,2579,326,1005,625,2241,2583,326,1005,625,605,A
28436,260000,B,B,C,34,J,J,J,J,J,A,0,0,0,167,-810,-810,0,0,167,810,0,3310,A
21339,20000,A,D,C,53,A,A,A,I,A,A,19165,16851,14431,9150,10100,0,3000,3000,5000,6000,0,0,B
158,200000,B,<nil>,C,30,A,A,A,A,A,A,196031,196143,189524,167163,146975,122324,7300,7108,7680,6200,5000,4500,A
4077,90000,B,C,C,37,A,A,A,A,A,A,9549,9257,11983,12065,11731,11809,0,3200,572,0,422,437,A
8381,230000,B,C,C,29,A,A,A,A,A,A,24524,24897,22219,23512,12894,15183,3000,4000,3047,3000,3000,3000,A
3578,50000,B,D,C,42,C,J,J,E,B,B,550,1974,1250,1400,700,550,1974,0,700,0,550,1100,B
26576,50000,A,D,B,51,K,K,K,K,I,I,390,780,390,390,390,1320,780,0,390,390,1320,0,A
20965,220000,A,A,B,47,K,K,K,K,I,I,3489,6246,29390,8460,19000,13550,6261,29390,8489,19000,13550,2969,A
6210,150000,B,<nil>,C,30,A,A,A,A,A,A,141330,133582,125026,108358,110070,111654,8000,8000,5000,5000,5000,5000,A
5857,180000,B,B,C,31,K,K,<nil>,<nil>,I,A,3920,1020,0,860,13335,15248,1020,0,860,13335,15248,17676,A
18499,90000,B,<nil>,C,26,<nil>,A,A,A,A,A,70457,64479,31470,28996,26067,23292,2850,1900,1700,1000,1000,1200,A
15808,280000,B,C,C,25,A,A,<nil>,A,A,A,196909,176261,174573,174488,172747,126494,6285,5897,5895,7747,6509,11234,A
14669,160000,B,D,B,59,J,K,J,J,J,A,-220,390,170,-220,390,390,1000,170,0,1000,390,390,A
20868,170000,B,C,C,35,A,A,A,A,A,A,17920,19229,18642,19743,19422,3644,1900,0,2000,0,500,500,A
172,300000,A,B,C,30,K,K,K,K,I,I,688,3280,0,4340,2672,800,3288,0,4340,2672,800,746,A
6115,30000,B,D,C,51,A,A,A,A,A,A,17261,20543,18180,7200,18183,8975,5000,8180,2200,18183,8975,3000,A
26515,20000,B,C,C,55,A,A,A,A,A,A,16503,17512,18481,15495,15938,16680,1289,1258,1260,700,1000,2100,A
8144,150000,A,C,B,47,K,K,K,K,I,I,316,316,316,0,782,316,316,316,0,1098,0,0,A
29708,10000,B,D,B,36,A,A,A,A,A,A,5104,6133,8432,8150,8945,8657,1274,2573,0,1086,0,353,A
26942,360000,B,C,C,39,A,A,A,A,A,A,29814,22699,16866,13618,5000,8000,1333,2500,5000,2000,8000,5000,A
4067,50000,B,B,C,25,K,K,J,J,J,A,25045,15180,6964,7604,2173,6586,15522,6964,7604,2173,6586,11890,A
12893,130000,B,A,B,36,A,A,A,A,A,A,98469,96054,97910,96744,97444,95630,0,4400,4000,3500,3600,10000,A
28710,290000,B,C,C,46,A,A,A,A,A,A,7874,9236,10326,11000,11000,11417,1500,1400,1000,0,11417,500,A
19068,100000,B,C,C,37,A,A,A,A,A,A,34572,35173,35828,36126,36587,36957,1849,1894,1582,1433,1486,1327,A
9860,200000,B,B,C,28,J,H,A,A,A,A,1760,0,0,0,0,0,0,0,0,0,0,0,A
3014,180000,B,B,C,28,J,K,J,J,J,A,584,1133,572,803,916,1189,1133,572,803,916,1189,375,A
19464,290000,B,B,C,37,A,A,A,A,A,A,20565,8741,24250,97542,16950,0,8741,24257,97542,16950,0,21830,A
20159,280000,B,<nil>,D,34,J,J,J,J,J,A,2793,1356,19497,10164,1089,26218,1356,19497,10173,1089,28217,0,A
15304,140000,A,D,C,41,A,A,A,E,A,A,114133,122191,128069,103319,105702,108619,10000,8000,5000,4000,4520,6000,B
13395,180000,B,B,C,30,A,A,A,A,A,A,40311,43847,50763,69026,32030,33679,10000,10000,23000,5000,4000,3500,A
20780,120000,B,B,C,32,A,A,A,A,A,A,106552,110787,112900,0,0,0,6000,5500,0,0,0,0,A
15085,80000,A,C,B,41,A,A,A,<nil>,A,A,76015,77582,60311,62471,21071,2099,3008,3000,5000,10000,2099,0,B
17120,300000,B,<nil>,C,27,A,A,A,A,A,A,105786,113850,116918,119929,122914,125910,9000,4000,4000,4000,4000,4000,A
2570,60000,B,D,C,59,A,A,A,A,A,A,59174,60922,61800,0,51301,52327,3298,3000,0,51301,2029,2083,A
27030,360000,B,G,B,41,J,K,J,J,J,A,2988,0,668,0,686,7149,0,668,0,686,7149,150,A
14156,20000,A,B,C,34,K,K,K,K,I,I,780,0,390,390,390,12190,0,390,390,390,12190,780,A
3207,300000,B,B,C,37,K,K,J,J,J,A,3144,5688,2297,3115,3172,1589,5734,2018,3138,3187,1597,2394,A
5631,40000,A,<nil>,A,25,<nil>,D,J,I,F,J,39092,39816,40817,39082,38091,40159,1967,3300,0,1400,3100,0,B
14912,240000,A,C,B,42,K,K,K,K,I,I,66394,63650,7117,2898,5530,67010,1273,7117,2905,5530,46275,17446,A
15867,240000,B,C,C,29,A,A,A,A,A,A,3126,3126,626,626,776,783,626,626,626,776,783,1252,A
20432,60000,B,C,B,25,A,A,A,J,A,A,45648,42596,39829,39324,32460,31735,2000,2500,2000,1100,1200,1200,A
13618,30000,B,D,C,29,A,A,A,A,A,A,28547,29398,29864,30115,15818,13813,1700,1500,1010,1000,1000,1200,A
26696,80000,A,C,C,28,A,A,A,A,A,A,81099,81449,79887,76067,73077,76894,10000,5000,10000,6500,5000,5000,A
21799,30000,B,<nil>,C,25,A,A,A,A,A,A,26815,27990,29224,26692,18466,29824,2000,2000,1527,1600,1000,1000,A
7246,50000,B,C,C,24,A,A,A,J,A,A,9923,5088,5625,4428,5092,5685,1200,2065,1000,2070,2000,10327,A
8621,350000,B,<nil>,C,36,A,A,<nil>,A,A,A,230738,232382,234254,211309,210897,191037,9503,9015,7511,8011,7361,7011,A
22402,150000,A,<nil>,C,28,A,E,A,J,<nil>,A,137564,137327,146648,147865,149356,145262,3500,13000,5200,5300,400,5000,B
20207,70000,A,B,D,50,A,A,A,H,A,A,62049,64315,58564,56741,25172,29186,4000,3000,10032,8000,5139,1000,B
27751,360000,B,B,C,27,J,J,J,J,J,A,0,0,0,0,0,300,0,0,0,0,300,0,A
24054,160000,B,B,C,26,A,K,<nil>,G,J,A,58929,60950,61292,16623,33393,34220,3000,2000,15000,33000,3000,1100,A
29717,50000,B,D,B,47,A,A,A,C,A,A,39892,42704,34909,33528,16205,16593,3600,5,1309,800,800,750,B
7882,180000,B,B,C,42,J,K,J,J,J,A,0,1290,0,0,1200,0,1290,0,0,1200,0,0,A
19069,50000,B,G,C,40,A,A,A,A,A,A,48050,47238,47722,32920,28471,28834,2000,1871,1800,1100,1200,1040,A
15111,20000,B,C,C,50,A,A,A,A,A,A,18206,18217,19930,780,780,0,1000,3000,0,0,0,0,A
27089,50000,B,A,B,44,C,K,C,B,B,A,3201,0,5701,0,0,0,0,5701,0,0,0,0,B
18771,50000,A,D,C,26,A,A,A,E,A,J,6064,5432,6090,6626,6513,6097,0,1136,1062,339,187,364,B
7697,240000,A,B,B,36,B,A,A,C,J,J,7058,4786,6853,5673,7588,2737,4789,6853,113,7588,2737,0,B
10552,220000,B,<nil>,B,36,A,A,A,A,A,A,769,0,0,0,0,0,0,0,0,0,0,863,A
8866,500000,A,A,A,42,B,K,J,H,J,A,0,0,0,0,0,0,0,0,0,0,0,0,B
17753,150000,B,C,C,54,A,A,A,A,A,A,138765,135287,140600,142836,145714,148731,4772,6427,4951,4062,4188,4824,A
20936,50000,A,D,B,39,A,A,A,A,A,A,23257,22938,21583,22453,21618,19525,1333,1500,1274,700,700,688,A
12367,200000,B,<nil>,C,37,A,A,A,A,A,A,173867,139769,132534,116331,111178,105907,7000,5000,4500,5000,5000,4300,A
25331,180000,B,G,C,27,A,A,A,A,A,A,101395,101607,98186,59451,49956,50133,5000,3371,6940,2800,2000,2000,A
19949,390000,B,<nil>,C,39,A,A,<nil>,A,A,A,27918,3115,278505,288000,264214,266704,3145,278505,15000,9310,10000,9702,A
29106,50000,A,D,B,50,C,C,C,D,B,B,0,1381,1214,1494,457,5523,1381,0,457,0,5523,10379,B
2821,30000,A,C,C,38,A,A,A,A,A,A,28484,29242,30037,29682,0,0,1905,1700,1108,0,0,0,A
5835,200000,B,D,C,47,A,A,A,A,A,A,185272,189657,103861,75480,70042,72157,10000,10000,6000,0,5000,3000,A
704,50000,A,C,D,30,A,A,A,I,A,A,52515,51424,49967,20036,20076,37615,0,0,2000,1000,1000,1600,B
22695,340000,B,<nil>,C,34,A,A,A,A,A,A,254219,252984,252180,250359,203580,192415,9500,9780,9425,7500,6800,7200,A
2792,20000,B,B,C,33,A,A,<nil>,A,A,A,16117,17130,18655,17687,18023,18169,1285,2200,0,1000,1000,500,A
389,150000,B,C,C,43,A,A,<nil>,A,A,A,153249,154049,156523,159653,162866,157759,7900,6500,5700,5700,5700,5334,A
16963,240000,B,B,C,65,A,A,A,A,A,A,146696,149707,151780,152373,145763,148276,6930,6000,6000,6000,5500,6000,A
22087,110000,B,C,C,29,A,A,A,A,A,A,56073,59635,63179,66637,68037,70448,4500,4500,4500,2500,3500,5800,A
29403,300000,B,B,C,29,J,K,J,J,J,A,2163,345,2541,730,1350,2100,345,2541,730,1350,2100,0,A
29919,190000,B,<nil>,C,33,A,A,A,A,A,A,144706,137502,127014,120826,112211,110396,6388,6112,4202,4200,4200,5000,A
23878,200000,A,B,C,30,J,D,A,A,A,A,0,0,0,0,0,0,0,0,0,0,0,0,A
25235,130000,B,C,C,25,A,A,A,A,A,A,128976,131763,128300,89007,90126,98665,7100,6000,4200,3500,10000,0,A
1327,170000,B,D,C,48,A,A,A,A,A,A,137823,137199,136331,123913,122657,122225,5396,5000,5000,5000,5000,4000,A
21004,200000,B,F,C,32,A,A,A,G,J,A,160106,162743,81890,0,0,0,7600,4000,0,0,0,0,B
6898,120000,B,<nil>,A,32,A,A,A,C,A,A,60316,61763,63154,64524,66345,68104,3000,3000,3000,3000,3000,0,B
22479,50000,A,G,C,44,A,K,J,D,J,J,23268,24377,27164,26429,28291,27702,1500,3500,0,2300,0,1500,B
17828,50000,B,F,C,23,A,A,A,I,A,A,42407,13244,48845,43129,28385,23876,7275,47166,12064,12176,780,6200,A
5895,230000,A,<nil>,C,34,K,K,K,H,I,<nil>,907,591,119,699,383,32774,0,1000,1000,0,33500,3000,B
28906,50000,B,<nil>,C,35,A,A,A,A,A,A,41657,47969,49131,38884,8144,8643,10000,11000,5000,1005,15000,7000,A
17729,50000,B,D,C,51,A,A,A,A,A,A,44664,48028,46985,50484,50404,50241,4110,0,4600,1000,2000,0,A
19819,30000,A,C,B,42,A,J,J,H,J,J,21969,23306,27851,27098,29866,29276,1706,5251,0,3519,0,1368,B
9438,20000,A,C,C,28,A,A,<nil>,H,A,A,24611,18920,13124,18859,19828,36666,0,1200,7500,1015,15000,0,B
21315,50000,A,D,D,52,J,J,J,J,J,A,0,0,0,0,0,0,0,0,0,0,0,0,B
1651,500000,B,B,C,45,K,K,<nil>,A,J,A,36954,-24704,22999,18339,-3876,15586,0,83000,0,0,20000,18000,A
10874,60000,B,C,B,46,<nil>,A,A,C,A,A,59748,60684,59532,30193,27726,26520,2500,2108,1008,1160,2000,4000,B
4960,300000,B,<nil>,C,24,A,A,A,A,A,A,35040,35167,31333,35906,38963,40283,1518,1507,5406,3963,2283,900,A
5249,30000,A,C,B,28,A,A,A,C,A,J,11692,14505,17262,16690,17763,18960,3000,3000,0,1500,1500,1500,B
28907,140000,B,B,C,40,K,K,J,J,J,A,0,1220,0,584,0,190,1220,0,584,0,190,0,A
14624,30000,A,B,B,23,A,A,A,J,A,J,28850,28102,30324,27446,29329,29720,0,2700,0,2300,1000,0,B
29539,120000,A,C,C,34,C,K,K,C,B,B,115040,117371,119044,120086,120662,118345,6000,5600,4500,4300,0,4800,A
436,270000,A,<nil>,B,32,C,H,C,J,B,B,234752,233036,229286,217644,223690,221413,10000,8000,0,16000,8000,0,B
13839,70000,A,D,D,43,A,A,A,A,A,A,31796,32786,34242,35668,50052,51651,1500,2000,2000,15000,3000,0,B
17213,50000,B,<nil>,C,30,A,A,A,A,A,A,31079,30036,6845,4364,2185,2162,2280,2300,0,44,2200,3000,A
17927,10000,B,C,A,40,D,H,C,C,C,C,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,B
7431,210000,B,C,B,30,A,A,A,A,A,A,0,0,0,0,0,0,0,0,0,0,0,0,A
9967,170000,B,D,C,33,A,A,A,A,A,A,166348,162319,165592,167482,171106,164042,7354,7464,6127,6550,6100,10000,A
6542,150000,B,D,C,52,K,J,J,J,J,A,420,0,1672,453,2129,1414,0,1672,453,2129,1414,1961,A
12816,20000,B,C,C,22,A,A,A,A,A,A,19844,19929,18775,13854,10718,0,1369,1162,524,606,0,0,A
23167,90000,A,D,B,47,A,A,A,J,A,A,92454,94156,91710,79884,49810,51012,4100,0,3424,1790,2012,1814,B
6642,160000,B,B,C,26,A,A,A,D,A,A,135233,130038,79027,6666,6666,6666,5600,3715,6666,6666,6666,6666,A
27214,100000,B,B,C,27,A,<nil>,A,C,A,A,34694,36014,39321,39145,39494,39896,1900,4200,900,1400,900,6440,B
2563,140000,B,B,B,40,C,C,C,C,B,B,136785,137175,140773,133147,140350,136475,5051,12602,0,12000,0,5000,B
27643,80000,A,B,C,23,A,A,A,F,A,A,78366,67801,68034,55674,48649,47041,2540,2442,1810,1661,1668,1663,A
11669,50000,B,C,C,23,A,A,A,A,A,A,35454,33824,28528,28102,25574,26524,1901,1900,1050,1000,2000,2500,A
25675,30000,A,C,B,39,K,K,K,K,I,I,4042,5060,2300,0,780,0,5327,2300,0,780,0,0,A
14094,500000,B,B,B,45,A,A,A,A,A,A,193083,210013,218508,230776,245546,255905,21507,15020,20007,20007,15912,26402,A
17968,510000,B,B,C,32,A,A,<nil>,A,A,A,63573,62933,62320,61012,60519,58856,2900,3000,2400,2500,1800,1900,A
25788,160000,B,C,C,37,A,A,A,A,A,A,45966,48783,47681,46039,47197,46683,3900,0,1742,1900,1703,3612,A
14979,480000,A,C,B,31,K,K,K,C,I,I,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,B
20561,320000,B,C,C,28,A,A,A,A,A,A,46385,47439,48858,50893,52352,53480,2000,2000,3000,3000,1667,2019,A
